online_order,book_table,votes,location,rest_type,cuisines,Cost2plates,Type,Is_Success
No,No,317,BTM,Mess,others,300.0,Delivery,1
No,No,70,others,Bar,"North Indian, Chinese",1500.0,Delivery,1
No,No,39,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
No,No,941,Koramangala 1st Block,Dessert Parlor,others,200.0,Delivery,1
No,No,52,BTM,Quick Bites,North Indian,300.0,Delivery,1
No,No,69,BTM,Quick Bites,others,300.0,Delivery,1
No,No,236,Koramangala 7th Block,Beverage Shop,others,350.0,Delivery,1
Yes,Yes,65,BTM,Casual Dining,others,600.0,Delivery,1
No,No,12,others,Delivery,"North Indian, South Indian",200.0,Delivery,0
No,No,4,BTM,Quick Bites,North Indian,100.0,Delivery,0
No,No,118,Jayanagar,Casual Dining,others,800.0,Delivery,1
Yes,No,4,Bannerghatta Road,Quick Bites,others,400.0,Delivery,0
No,No,0,Koramangala 1st Block,"Casual Dining, Bar",others,1000.0,Delivery,1
No,No,16,BTM,Quick Bites,"North Indian, Chinese",200.0,Delivery,0
No,No,0,BTM,Quick Bites,"North Indian, Chinese, Biryani",300.0,Delivery,1
Yes,No,34,BTM,Quick Bites,others,600.0,Delivery,1
No,No,6,Koramangala 6th Block,Quick Bites,others,400.0,Delivery,0
No,No,117,Koramangala 7th Block,Quick Bites,Biryani,200.0,Delivery,0
No,No,357,BTM,Quick Bites,others,500.0,Delivery,1
No,No,107,Koramangala 1st Block,Casual Dining,others,500.0,Delivery,0
No,No,8,BTM,"Takeaway, Delivery","North Indian, Chinese",500.0,Delivery,0
No,No,16,BTM,Quick Bites,others,200.0,Delivery,0
No,No,17,others,Quick Bites,others,250.0,Delivery,0
No,No,154,Koramangala 6th Block,Quick Bites,others,200.0,Delivery,1
Yes,No,0,BTM,Casual Dining,others,600.0,Delivery,1
No,No,22,BTM,others,others,300.0,Delivery,0
No,No,164,others,Beverage Shop,"Beverages, Fast Food",400.0,Delivery,1
No,No,19,Koramangala 1st Block,"Takeaway, Delivery",others,300.0,Delivery,0
No,No,11,BTM,Quick Bites,others,300.0,Delivery,0
No,No,291,others,"Dessert Parlor, Cafe",others,500.0,Delivery,1
No,No,105,BTM,Casual Dining,others,700.0,Delivery,0
No,No,73,Koramangala 6th Block,"Sweet Shop, Quick Bites",others,250.0,Delivery,0
No,No,445,Koramangala 4th Block,Dessert Parlor,others,400.0,Delivery,1
No,No,98,Koramangala 6th Block,Quick Bites,others,200.0,Delivery,1
No,No,0,Koramangala 4th Block,Delivery,North Indian,350.0,Delivery,1
Yes,No,15,BTM,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
No,No,0,Koramangala 1st Block,Quick Bites,North Indian,300.0,Delivery,1
No,No,0,BTM,Quick Bites,Biryani,400.0,Delivery,1
No,No,69,Bannerghatta Road,"Cafe, Bakery",others,700.0,Delivery,1
No,No,63,Koramangala 7th Block,"Cafe, Bakery",others,600.0,Delivery,1
Yes,No,0,BTM,Quick Bites,North Indian,200.0,Delivery,1
No,No,0,others,Mess,Kerala,100.0,Delivery,1
No,No,547,Koramangala 4th Block,Casual Dining,North Indian,450.0,Delivery,0
No,No,87,BTM,Quick Bites,Fast Food,250.0,Delivery,1
No,No,62,Koramangala 7th Block,"Bakery, Dessert Parlor",Desserts,150.0,Delivery,1
No,No,0,BTM,Quick Bites,others,150.0,Delivery,1
No,No,27,BTM,Quick Bites,others,250.0,Delivery,0
No,No,17,others,Casual Dining,"North Indian, Chinese",800.0,Delivery,0
No,No,56,HSR,Delivery,others,500.0,Delivery,0
No,No,6,BTM,Quick Bites,North Indian,400.0,Delivery,0
No,No,7,BTM,Delivery,others,250.0,Delivery,0
No,No,0,BTM,Quick Bites,others,350.0,Delivery,1
No,No,0,Koramangala 1st Block,Quick Bites,South Indian,200.0,Delivery,1
No,No,8,others,Quick Bites,others,300.0,Delivery,0
No,No,6,BTM,Quick Bites,others,300.0,Delivery,0
No,No,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",200.0,Delivery,1
No,No,203,Koramangala 6th Block,"Food Court, Quick Bites",others,350.0,Delivery,1
No,No,48,BTM,"Takeaway, Delivery",Desserts,400.0,Delivery,0
No,No,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",200.0,Delivery,1
No,No,0,BTM,Quick Bites,others,200.0,Delivery,1
No,No,15,Koramangala 7th Block,Delivery,Street Food,300.0,Delivery,0
No,No,6,BTM,Bakery,Bakery,500.0,Delivery,0
No,No,53,Koramangala 4th Block,"Bakery, Quick Bites",others,600.0,Delivery,0
No,No,0,HSR,Quick Bites,others,300.0,Delivery,1
No,No,0,Koramangala 4th Block,Bakery,Bakery,600.0,Delivery,1
No,No,12,others,Quick Bites,South Indian,200.0,Delivery,0
No,No,221,BTM,Quick Bites,North Indian,550.0,Delivery,0
No,No,0,HSR,Quick Bites,"North Indian, Chinese",400.0,Delivery,1
No,No,7,BTM,Quick Bites,others,300.0,Delivery,0
No,No,9,BTM,Sweet Shop,others,300.0,Delivery,0
No,No,8,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",250.0,Delivery,0
No,No,5,Koramangala 1st Block,Quick Bites,"North Indian, South Indian",200.0,Delivery,0
No,No,6,BTM,Quick Bites,others,450.0,Delivery,0
No,No,0,Koramangala 4th Block,"Takeaway, Delivery",others,500.0,Delivery,1
No,No,27,others,Delivery,others,400.0,Delivery,0
No,No,6,BTM,Quick Bites,Fast Food,400.0,Delivery,0
No,No,115,BTM,Casual Dining,others,1000.0,Delivery,1
No,No,42,BTM,Quick Bites,others,400.0,Delivery,0
No,No,0,BTM,Quick Bites,"North Indian, Chinese",300.0,Delivery,1
No,No,0,others,Quick Bites,others,400.0,Delivery,1
No,No,0,BTM,Quick Bites,others,300.0,Delivery,1
No,No,0,Koramangala 4th Block,Dessert Parlor,others,100.0,Delivery,1
No,No,0,BTM,Casual Dining,others,500.0,Delivery,1
No,No,29,HSR,Casual Dining,others,600.0,Delivery,0
No,No,54,Koramangala 6th Block,Quick Bites,others,400.0,Delivery,0
No,No,39,BTM,Casual Dining,others,600.0,Delivery,0
No,No,31,Koramangala 4th Block,Delivery,others,400.0,Delivery,1
No,No,7,Koramangala 6th Block,Delivery,others,300.0,Delivery,0
No,No,4,Bannerghatta Road,Food Court,others,400.0,Delivery,0
No,No,11,Koramangala 6th Block,"Takeaway, Delivery","Desserts, Bakery",300.0,Delivery,0
No,No,126,Koramangala 6th Block,Delivery,others,500.0,Delivery,0
No,No,14,Koramangala 6th Block,Quick Bites,others,350.0,Delivery,1
No,No,53,BTM,Casual Dining,others,600.0,Delivery,0
No,No,65,Koramangala 6th Block,Quick Bites,others,550.0,Delivery,1
No,No,15,BTM,Quick Bites,"North Indian, Chinese",200.0,Delivery,0
No,No,61,BTM,Cafe,Cafe,500.0,Delivery,0
No,No,22,BTM,Cafe,"Cafe, Fast Food",500.0,Delivery,0
No,No,38,BTM,Quick Bites,others,250.0,Delivery,0
No,No,5,Koramangala 6th Block,Bakery,"Bakery, Desserts",300.0,Delivery,0
No,No,40,Koramangala 6th Block,Dessert Parlor,others,300.0,Delivery,1
No,No,30,Koramangala 1st Block,Quick Bites,others,350.0,Delivery,0
No,No,14,Koramangala 6th Block,Quick Bites,others,200.0,Delivery,0
No,No,10,Koramangala 1st Block,"Takeaway, Delivery","Desserts, Bakery",350.0,Delivery,0
No,No,6,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",350.0,Delivery,0
No,No,0,Koramangala 7th Block,Delivery,Bakery,250.0,Delivery,1
No,No,4,Koramangala 7th Block,Quick Bites,"South Indian, Biryani",300.0,Delivery,0
No,No,0,Koramangala 1st Block,"Takeaway, Delivery",Biryani,500.0,Delivery,1
No,No,10,BTM,Quick Bites,North Indian,250.0,Delivery,0
No,No,43,BTM,Quick Bites,South Indian,200.0,Delivery,1
No,No,9,Koramangala 6th Block,Delivery,others,400.0,Delivery,0
No,No,35,BTM,"Takeaway, Delivery",Fast Food,200.0,Delivery,1
No,No,16,BTM,Quick Bites,North Indian,400.0,Delivery,0
No,No,0,Koramangala 4th Block,"Takeaway, Delivery",Bakery,500.0,Delivery,1
No,No,4,Koramangala 7th Block,"Takeaway, Delivery","North Indian, Chinese",400.0,Delivery,0
No,No,0,Koramangala 6th Block,Delivery,North Indian,200.0,Delivery,1
No,No,12,Koramangala 4th Block,Quick Bites,others,650.0,Delivery,0
No,No,34,BTM,Quick Bites,others,650.0,Delivery,0
No,No,12,Koramangala 6th Block,Cafe,others,500.0,Delivery,0
Yes,No,23,others,Casual Dining,others,800.0,Delivery,0
No,No,11,others,Delivery,others,550.0,Delivery,0
No,No,157,Koramangala 6th Block,Dessert Parlor,Desserts,300.0,Delivery,1
No,No,13,Koramangala 4th Block,Dessert Parlor,Desserts,400.0,Delivery,0
No,No,8,others,Quick Bites,Biryani,100.0,Delivery,0
No,No,0,others,Quick Bites,others,150.0,Delivery,1
No,No,21,others,Quick Bites,South Indian,200.0,Delivery,0
No,No,6,BTM,Quick Bites,Kerala,300.0,Delivery,0
No,No,6,Koramangala 1st Block,Delivery,others,400.0,Delivery,0
No,No,5,BTM,Quick Bites,others,250.0,Delivery,0
No,No,0,Koramangala 7th Block,"Bakery, Dessert Parlor","Bakery, Desserts",350.0,Delivery,1
No,No,0,others,Quick Bites,others,300.0,Delivery,1
No,No,0,others,Bakery,"Bakery, Desserts",200.0,Delivery,1
No,No,0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery,1
No,No,0,others,Quick Bites,Fast Food,150.0,Delivery,1
No,No,0,Koramangala 4th Block,Delivery,Beverages,150.0,Delivery,1
No,No,0,BTM,Quick Bites,others,400.0,Delivery,1
No,No,0,Koramangala 4th Block,Delivery,others,300.0,Delivery,1
No,No,0,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,1
No,No,0,Bannerghatta Road,Cafe,others,400.0,Delivery,1
No,No,0,BTM,Quick Bites,South Indian,120.0,Delivery,1
No,No,0,Koramangala 1st Block,Quick Bites,South Indian,400.0,Delivery,1
No,No,0,BTM,Quick Bites,South Indian,150.0,Delivery,1
No,No,21,BTM,Quick Bites,Biryani,200.0,Delivery,0
No,No,67,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,1
No,No,7,BTM,Quick Bites,"South Indian, North Indian, Chinese",500.0,Delivery,0
No,No,0,BTM,Quick Bites,South Indian,200.0,Delivery,1
No,No,0,HSR,Delivery,"North Indian, Biryani",500.0,Delivery,1
No,No,4,others,Delivery,others,500.0,Delivery,0
No,No,10,BTM,"Takeaway, Delivery",others,300.0,Delivery,0
No,No,0,BTM,Delivery,"North Indian, South Indian",300.0,Delivery,1
No,No,27,BTM,Quick Bites,South Indian,250.0,Delivery,0
No,No,6,BTM,Quick Bites,others,250.0,Delivery,0
No,No,26,BTM,Quick Bites,Biryani,150.0,Delivery,0
No,No,13,others,"Takeaway, Delivery","South Indian, North Indian, Chinese",300.0,Delivery,0
No,No,6,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
No,No,19,Koramangala 1st Block,Bakery,"Bakery, Desserts",300.0,Delivery,0
No,No,20,others,Delivery,"North Indian, Chinese",200.0,Delivery,0
No,No,54,Koramangala 6th Block,"Beverage Shop, Quick Bites",others,250.0,Delivery,0
No,No,5,others,Delivery,others,500.0,Delivery,0
No,No,10,BTM,Quick Bites,others,300.0,Delivery,0
No,No,0,BTM,Casual Dining,North Indian,1500.0,Delivery,1
No,No,0,BTM,Quick Bites,"South Indian, Chinese",350.0,Delivery,1
No,No,0,BTM,Delivery,Desserts,200.0,Delivery,1
No,No,7,HSR,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery,0
No,No,0,Koramangala 1st Block,Delivery,others,300.0,Delivery,1
No,No,0,Electronic City,Delivery,"North Indian, South Indian, Chinese",250.0,Delivery,1
No,No,7,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",200.0,Delivery,0
No,No,0,Koramangala 4th Block,Delivery,North Indian,300.0,Delivery,1
No,No,4,BTM,Quick Bites,Fast Food,300.0,Delivery,0
No,No,0,Koramangala 4th Block,others,others,300.0,Delivery,1
No,No,0,Koramangala 7th Block,Delivery,"North Indian, Chinese",500.0,Delivery,1
No,No,0,others,Quick Bites,North Indian,150.0,Delivery,1
No,No,0,BTM,"Takeaway, Delivery",Beverages,100.0,Delivery,1
No,No,0,BTM,Quick Bites,others,300.0,Delivery,1
No,No,0,Koramangala 1st Block,Quick Bites,North Indian,300.0,Delivery,1
No,No,0,BTM,Quick Bites,others,300.0,Delivery,1
No,No,0,others,Delivery,others,300.0,Delivery,1
No,No,0,BTM,Quick Bites,Beverages,200.0,Delivery,1
No,No,0,others,Delivery,others,300.0,Delivery,1
No,No,0,BTM,Quick Bites,North Indian,200.0,Delivery,1
No,No,0,BTM,"Beverage Shop, Quick Bites",others,300.0,Delivery,1
No,No,0,Koramangala 7th Block,Quick Bites,"North Indian, Chinese",300.0,Delivery,1
No,No,0,BTM,"Takeaway, Delivery",others,400.0,Delivery,1
No,No,9,others,"Takeaway, Delivery",others,800.0,Delivery,0
No,No,0,HSR,"Takeaway, Delivery",others,500.0,Delivery,1
No,No,0,Koramangala 1st Block,Quick Bites,North Indian,600.0,Delivery,1
No,No,0,others,Delivery,others,500.0,Delivery,1
No,No,0,others,Delivery,others,600.0,Delivery,1
No,No,0,Koramangala 1st Block,"Takeaway, Delivery",others,450.0,Delivery,1
No,No,0,Koramangala 1st Block,Quick Bites,others,600.0,Delivery,1
No,No,4,others,Quick Bites,others,350.0,Delivery,0
No,No,5,Koramangala 6th Block,Delivery,others,400.0,Delivery,0
No,No,8,BTM,Casual Dining,others,700.0,Delivery,0
No,No,8,BTM,Quick Bites,others,300.0,Delivery,0
No,No,0,Koramangala 1st Block,"Takeaway, Delivery",others,400.0,Delivery,1
No,No,0,Koramangala 1st Block,Delivery,others,200.0,Delivery,1
No,No,0,Koramangala 1st Block,Quick Bites,others,400.0,Delivery,1
No,No,0,BTM,Quick Bites,others,300.0,Delivery,1
No,No,0,BTM,Quick Bites,Biryani,300.0,Delivery,1
No,No,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, South Indian",400.0,Delivery,1
No,No,0,BTM,Quick Bites,others,400.0,Delivery,1
No,No,0,BTM,Quick Bites,others,300.0,Delivery,1
No,No,0,BTM,"Takeaway, Delivery","Chinese, North Indian",250.0,Delivery,1
No,No,18,Koramangala 4th Block,"Takeaway, Delivery",Desserts,850.0,Delivery,1
No,No,0,BTM,Bakery,Bakery,300.0,Delivery,1
No,No,7,Koramangala 6th Block,"Food Court, Quick Bites",Fast Food,300.0,Delivery,0
No,No,9,Koramangala 1st Block,Delivery,others,400.0,Delivery,0
No,No,0,BTM,Quick Bites,"North Indian, Fast Food",400.0,Delivery,1
No,No,7,others,Quick Bites,others,250.0,Delivery,0
No,No,6,others,Quick Bites,others,250.0,Delivery,0
No,No,0,others,Quick Bites,"North Indian, Chinese",300.0,Delivery,1
No,No,0,others,"Takeaway, Delivery",others,400.0,Delivery,1
No,No,0,BTM,Quick Bites,"North Indian, South Indian, Chinese",250.0,Delivery,1
Yes,No,0,BTM,Quick Bites,others,350.0,Delivery,1
No,No,61,Koramangala 6th Block,Quick Bites,others,500.0,Delivery,0
No,No,0,BTM,Quick Bites,"South Indian, Chinese",150.0,Delivery,1
No,No,21,others,Quick Bites,others,350.0,Delivery,0
No,No,0,Koramangala 1st Block,Quick Bites,others,400.0,Delivery,1
No,No,0,BTM,Quick Bites,others,300.0,Delivery,1
No,No,6,BTM,others,others,200.0,Delivery,0
No,No,0,others,Quick Bites,"North Indian, Chinese",200.0,Delivery,1
No,No,4,Bannerghatta Road,Food Court,Street Food,200.0,Delivery,0
No,No,0,Koramangala 1st Block,"Takeaway, Delivery",North Indian,450.0,Delivery,1
No,No,0,others,Beverage Shop,others,150.0,Delivery,1
No,No,12,BTM,"Takeaway, Delivery",others,500.0,Delivery,0
Yes,No,0,Koramangala 6th Block,Quick Bites,others,500.0,Delivery,1
No,No,0,Koramangala 1st Block,Dessert Parlor,"Desserts, Ice Cream",150.0,Delivery,1
No,No,0,BTM,Dessert Parlor,"Desserts, Ice Cream",150.0,Delivery,1
No,No,0,others,Quick Bites,North Indian,200.0,Delivery,1
No,No,0,Koramangala 1st Block,"Takeaway, Delivery",others,500.0,Delivery,1
No,No,0,Koramangala 7th Block,"Takeaway, Delivery",Desserts,550.0,Delivery,1
No,No,0,others,Quick Bites,others,400.0,Delivery,1
No,No,0,BTM,Casual Dining,others,500.0,Delivery,1
No,No,0,Koramangala 1st Block,Quick Bites,others,600.0,Delivery,1
No,No,0,Koramangala 7th Block,Delivery,others,400.0,Delivery,1
No,No,0,BTM,Delivery,Bakery,200.0,Delivery,1
No,No,0,BTM,"Takeaway, Delivery",others,150.0,Delivery,1
No,No,0,Koramangala 1st Block,"Takeaway, Delivery","Bakery, Desserts",600.0,Delivery,1
No,No,0,others,"Takeaway, Delivery","North Indian, South Indian",300.0,Delivery,1
No,No,0,others,Delivery,others,450.0,Delivery,1
No,No,0,others,"Takeaway, Delivery",others,450.0,Delivery,1
No,No,0,BTM,Quick Bites,"South Indian, Chinese",300.0,Delivery,1
No,No,0,BTM,Quick Bites,others,200.0,Delivery,1
No,No,0,BTM,Quick Bites,"North Indian, Biryani",150.0,Delivery,1
No,No,0,BTM,Delivery,others,400.0,Delivery,1
No,No,0,HSR,Delivery,North Indian,450.0,Delivery,1
No,No,0,others,Quick Bites,others,250.0,Delivery,1
No,No,0,others,Beverage Shop,others,100.0,Delivery,1
No,No,0,Marathahalli,Quick Bites,Fast Food,200.0,Delivery,1
No,No,0,others,Quick Bites,others,400.0,Delivery,1
No,No,0,Koramangala 1st Block,Quick Bites,Fast Food,200.0,Delivery,1
No,No,0,BTM,Quick Bites,others,300.0,Delivery,1
No,No,0,others,Quick Bites,"North Indian, South Indian, Chinese",200.0,Delivery,1
No,No,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",300.0,Delivery,1
No,No,0,others,Casual Dining,others,400.0,Delivery,1
No,No,0,BTM,Quick Bites,others,350.0,Delivery,1
No,No,0,BTM,Quick Bites,"Biryani, Kebab",300.0,Delivery,1
No,No,0,others,"Takeaway, Delivery",South Indian,250.0,Delivery,1
No,No,0,Koramangala 1st Block,Cafe,Cafe,400.0,Delivery,1
No,No,0,others,Beverage Shop,Beverages,200.0,Delivery,1
No,Yes,0,BTM,Casual Dining,others,1000.0,Delivery,1
No,No,0,BTM,Quick Bites,others,200.0,Delivery,1
No,No,0,BTM,Quick Bites,others,300.0,Delivery,1
No,No,30,BTM,Quick Bites,others,300.0,Delivery,1
No,No,17,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
No,No,0,BTM,"Takeaway, Delivery","North Indian, Chinese",300.0,Delivery,1
No,No,26,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian",400.0,Delivery,0
No,No,63,BTM,Cafe,Cafe,500.0,Delivery,1
No,No,6,BTM,Quick Bites,others,250.0,Delivery,0
No,No,0,others,Quick Bites,"North Indian, Chinese",500.0,Delivery,1
Yes,No,0,others,Delivery,"Biryani, North Indian",500.0,Delivery,1
No,No,0,BTM,Cafe,"Cafe, Fast Food",200.0,Delivery,1
No,No,0,Koramangala 1st Block,Quick Bites,Biryani,200.0,Delivery,1
Yes,No,0,Koramangala 7th Block,Cafe,others,300.0,Delivery,1
Yes,No,0,others,Quick Bites,North Indian,400.0,Delivery,1
Yes,No,19,Koramangala 1st Block,Quick Bites,Kerala,200.0,Delivery,0
Yes,No,9,Jayanagar,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
Yes,No,87,BTM,Beverage Shop,Beverages,200.0,Delivery,1
Yes,No,25,Koramangala 1st Block,Quick Bites,North Indian,200.0,Delivery,0
Yes,No,25,HSR,Quick Bites,others,250.0,Delivery,0
No,No,6,Jayanagar,Quick Bites,South Indian,400.0,Delivery,0
No,No,138,Koramangala 7th Block,Casual Dining,others,800.0,Delivery,1
Yes,No,6,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
No,No,0,others,Quick Bites,others,250.0,Delivery,1
Yes,No,34,HSR,others,others,350.0,Delivery,1
Yes,No,50,BTM,Quick Bites,others,250.0,Delivery,1
No,No,4,others,Takeaway,"Bakery, Desserts",500.0,Delivery,0
Yes,No,13,BTM,Quick Bites,Biryani,300.0,Delivery,0
Yes,No,0,BTM,Quick Bites,others,400.0,Delivery,1
Yes,No,0,Koramangala 5th Block,Quick Bites,Fast Food,300.0,Delivery,1
Yes,Yes,126,HSR,Casual Dining,others,900.0,Delivery,1
Yes,No,10,BTM,Quick Bites,others,100.0,Delivery,0
Yes,No,28,BTM,Beverage Shop,others,250.0,Delivery,0
Yes,No,0,BTM,Quick Bites,Biryani,300.0,Delivery,1
Yes,No,39,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
Yes,No,8,BTM,Quick Bites,Fast Food,150.0,Delivery,0
Yes,No,22,Jayanagar,Quick Bites,Fast Food,400.0,Delivery,0
Yes,No,44,Koramangala 5th Block,Quick Bites,others,500.0,Delivery,1
Yes,No,16,Koramangala 1st Block,Quick Bites,"South Indian, Chinese",150.0,Delivery,0
Yes,No,48,HSR,Quick Bites,"Fast Food, Beverages",400.0,Delivery,1
Yes,No,109,BTM,Casual Dining,others,800.0,Delivery,0
Yes,No,0,Koramangala 4th Block,"Takeaway, Delivery",others,400.0,Delivery,1
Yes,No,0,Koramangala 5th Block,Quick Bites,"Fast Food, Beverages",150.0,Delivery,1
Yes,No,0,Jayanagar,Sweet Shop,"Mithai, Street Food",200.0,Delivery,1
Yes,No,4,Koramangala 6th Block,"Takeaway, Delivery",Fast Food,500.0,Delivery,0
Yes,No,0,BTM,Delivery,others,300.0,Delivery,1
No,No,0,Koramangala 4th Block,Delivery,Chinese,200.0,Delivery,1
Yes,No,0,others,Delivery,"North Indian, South Indian",300.0,Delivery,1
Yes,No,76,Koramangala 5th Block,Quick Bites,others,450.0,Delivery,1
Yes,No,6,Koramangala 1st Block,Bakery,"Bakery, Desserts",200.0,Delivery,0
Yes,No,16,Koramangala 5th Block,Quick Bites,others,200.0,Delivery,0
No,No,0,HSR,Quick Bites,"South Indian, North Indian",200.0,Delivery,1
Yes,Yes,281,Koramangala 4th Block,"Casual Dining, Bar",others,1500.0,Delivery,1
Yes,No,24,Richmond Road,Quick Bites,others,500.0,Delivery,0
Yes,No,46,Koramangala 4th Block,Quick Bites,others,200.0,Delivery,0
Yes,No,87,Koramangala 1st Block,Sweet Shop,others,100.0,Delivery,1
No,No,34,Koramangala 5th Block,Sweet Shop,others,150.0,Delivery,1
Yes,No,0,HSR,Quick Bites,others,400.0,Delivery,1
Yes,No,5,HSR,Quick Bites,others,200.0,Delivery,0
Yes,No,0,Koramangala 5th Block,Quick Bites,others,300.0,Delivery,1
Yes,No,9,BTM,"Takeaway, Delivery",Biryani,300.0,Delivery,0
Yes,No,0,BTM,Quick Bites,others,300.0,Delivery,1
Yes,No,6,HSR,Quick Bites,"South Indian, Biryani",250.0,Delivery,0
Yes,No,0,Koramangala 4th Block,others,"Desserts, Bakery",300.0,Delivery,1
Yes,No,0,Koramangala 1st Block,Quick Bites,"South Indian, North Indian",250.0,Delivery,1
Yes,No,0,others,Quick Bites,"South Indian, North Indian",500.0,Delivery,1
Yes,No,9,BTM,Quick Bites,"South Indian, Biryani",300.0,Delivery,0
Yes,No,0,Koramangala 1st Block,others,others,250.0,Delivery,1
Yes,No,128,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",200.0,Delivery,1
Yes,No,12,others,"Takeaway, Delivery",North Indian,500.0,Delivery,0
Yes,No,18,Koramangala 5th Block,Cafe,Cafe,500.0,Delivery,1
Yes,No,6,Koramangala 7th Block,Delivery,Chinese,300.0,Delivery,0
Yes,No,7,BTM,Cafe,others,400.0,Delivery,0
Yes,No,0,Koramangala 6th Block,Delivery,others,350.0,Delivery,1
Yes,No,16,Koramangala 7th Block,Delivery,North Indian,300.0,Delivery,0
Yes,No,7,HSR,Quick Bites,Street Food,100.0,Delivery,0
Yes,Yes,2510,Bannerghatta Road,Pub,others,900.0,Delivery,1
Yes,No,0,BTM,Quick Bites,Chinese,500.0,Delivery,1
