online_order,book_table,votes,location,rest_type,cuisines,Cost2plates,Type,Is_Success
Yes,No,0,others,Dessert Parlor,Desserts,200.0,Delivery,1
Yes,No,165,others,Casual Dining,"North Indian, Chinese",500.0,Delivery,0
Yes,No,11,BTM,Quick Bites,"Biryani, North Indian",200.0,Delivery,0
Yes,No,30,BTM,Quick Bites,others,300.0,Delivery,0
Yes,No,0,Koramangala 6th Block,Quick Bites,Chinese,300.0,Delivery,1
Yes,No,0,Koramangala 5th Block,Quick Bites,others,200.0,Delivery,1
Yes,No,0,Jayanagar,Quick Bites,others,200.0,Delivery,1
Yes,No,0,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",300.0,Delivery,1
Yes,No,72,Koramangala 6th Block,Quick Bites,others,200.0,Delivery,0
Yes,No,0,Koramangala 1st Block,Sweet Shop,others,200.0,Delivery,1
Yes,No,0,HSR,Quick Bites,others,400.0,Delivery,1
Yes,No,24,BTM,Quick Bites,others,300.0,Delivery,0
Yes,No,71,BTM,Quick Bites,others,350.0,Delivery,0
Yes,No,0,BTM,Cafe,others,200.0,Delivery,1
Yes,No,79,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",800.0,Delivery,1
Yes,No,0,Koramangala 1st Block,"Takeaway, Delivery","Bakery, Desserts",350.0,Delivery,1
Yes,No,120,BTM,Quick Bites,others,250.0,Delivery,1
Yes,No,5,HSR,"Takeaway, Delivery",others,300.0,Delivery,0
No,Yes,1389,Koramangala 5th Block,Lounge,others,1400.0,Delivery,1
Yes,No,64,Koramangala 5th Block,Quick Bites,others,300.0,Delivery,1
Yes,No,8,Jayanagar,Beverage Shop,Beverages,200.0,Delivery,0
Yes,No,15,BTM,Quick Bites,others,400.0,Delivery,0
Yes,No,46,Koramangala 7th Block,Quick Bites,others,400.0,Delivery,1
No,No,183,Koramangala 5th Block,Mess,North Indian,150.0,Delivery,1
Yes,No,283,BTM,Quick Bites,others,350.0,Delivery,0
Yes,No,149,Koramangala 5th Block,"Takeaway, Delivery",others,350.0,Delivery,1
Yes,No,4,others,Beverage Shop,others,200.0,Delivery,0
Yes,No,43,BTM,Quick Bites,others,250.0,Delivery,0
Yes,No,31,BTM,Quick Bites,others,400.0,Delivery,0
Yes,Yes,402,Koramangala 5th Block,others,others,1200.0,Delivery,1
Yes,No,71,BTM,Casual Dining,others,1000.0,Delivery,1
Yes,No,0,BTM,Quick Bites,others,200.0,Delivery,1
Yes,No,103,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery,1
Yes,No,19,BTM,Takeaway,"Biryani, North Indian",200.0,Delivery,0
Yes,No,35,BTM,"Cafe, Quick Bites",others,500.0,Delivery,0
Yes,Yes,0,Banashankari,Casual Dining,others,800.0,Delivery,1
Yes,No,106,HSR,Quick Bites,South Indian,150.0,Delivery,1
Yes,Yes,1697,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",1200.0,Delivery,1
Yes,No,455,HSR,"Takeaway, Delivery","North Indian, Chinese",400.0,Delivery,0
Yes,No,0,Koramangala 5th Block,Delivery,Bakery,700.0,Delivery,1
Yes,No,273,BTM,Casual Dining,others,900.0,Delivery,1
Yes,No,0,BTM,Beverage Shop,Beverages,200.0,Delivery,1
Yes,No,6,BTM,Quick Bites,others,300.0,Delivery,0
Yes,No,0,others,Delivery,others,200.0,Delivery,1
Yes,No,7,Koramangala 1st Block,Delivery,"Biryani, North Indian",500.0,Delivery,0
Yes,No,254,BTM,Casual Dining,Chinese,600.0,Delivery,1
Yes,No,73,BTM,Casual Dining,"Chinese, North Indian",600.0,Delivery,0
Yes,No,11,BTM,Beverage Shop,others,150.0,Delivery,0
Yes,No,56,Koramangala 5th Block,Quick Bites,Fast Food,500.0,Delivery,1
Yes,No,41,Koramangala 6th Block,Food Court,others,500.0,Delivery,0
No,No,34,Koramangala 5th Block,Bakery,others,400.0,Delivery,1
Yes,Yes,1367,Koramangala 7th Block,"Casual Dining, Bar",others,1400.0,Delivery,1
Yes,No,5,Koramangala 4th Block,Delivery,North Indian,400.0,Delivery,0
Yes,Yes,144,Koramangala 4th Block,Casual Dining,others,1000.0,Delivery,1
Yes,No,27,Koramangala 5th Block,Dessert Parlor,Ice Cream,200.0,Delivery,1
Yes,No,55,BTM,Delivery,"North Indian, Fast Food",500.0,Delivery,0
Yes,No,33,BTM,Quick Bites,North Indian,150.0,Delivery,0
Yes,No,24,BTM,Quick Bites,"North Indian, Chinese",500.0,Delivery,0
Yes,No,8,BTM,Dessert Parlor,Ice Cream,130.0,Delivery,0
No,No,61,BTM,Sweet Shop,others,250.0,Delivery,0
Yes,No,0,Koramangala 5th Block,Quick Bites,others,300.0,Delivery,1
Yes,No,0,Koramangala 5th Block,Beverage Shop,others,100.0,Delivery,1
Yes,No,22,Bannerghatta Road,Delivery,North Indian,400.0,Delivery,0
No,No,0,Koramangala 5th Block,Mess,others,300.0,Delivery,1
Yes,No,316,Jayanagar,Quick Bites,others,300.0,Delivery,1
Yes,No,505,Koramangala 6th Block,Cafe,others,600.0,Delivery,1
Yes,No,42,others,Quick Bites,"Chinese, North Indian",300.0,Delivery,0
No,No,34,Koramangala 5th Block,Mess,others,300.0,Delivery,0
Yes,No,6,BTM,Dessert Parlor,Ice Cream,300.0,Delivery,0
Yes,No,12,Jayanagar,Dessert Parlor,others,200.0,Delivery,0
No,No,11,others,Quick Bites,others,300.0,Delivery,0
No,No,9,Koramangala 5th Block,Beverage Shop,Beverages,200.0,Delivery,0
Yes,No,16,BTM,Quick Bites,others,300.0,Delivery,0
Yes,No,992,Koramangala 6th Block,Cafe,others,600.0,Delivery,1
Yes,Yes,49,BTM,Cafe,others,300.0,Delivery,0
Yes,No,6,HSR,"Takeaway, Delivery",others,400.0,Delivery,0
Yes,No,0,others,Quick Bites,others,300.0,Delivery,1
Yes,No,0,HSR,Quick Bites,others,300.0,Delivery,1
Yes,No,13,Richmond Road,Quick Bites,others,350.0,Delivery,0
Yes,No,19,Koramangala 4th Block,Delivery,others,200.0,Delivery,0
Yes,No,41,BTM,"Takeaway, Delivery",Chinese,600.0,Delivery,0
Yes,No,12,BTM,Quick Bites,Fast Food,250.0,Delivery,0
Yes,No,685,Koramangala 5th Block,Quick Bites,others,250.0,Delivery,1
Yes,No,34,Koramangala 7th Block,Dessert Parlor,others,200.0,Delivery,1
Yes,No,0,BTM,Quick Bites,North Indian,200.0,Delivery,1
Yes,No,20,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",400.0,Delivery,0
Yes,No,21,BTM,Quick Bites,"South Indian, North Indian, Chinese",500.0,Delivery,0
Yes,No,0,Jayanagar,Beverage Shop,others,250.0,Delivery,1
Yes,No,33,Indiranagar,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
Yes,No,175,HSR,"Takeaway, Delivery",others,400.0,Delivery,0
Yes,No,0,Koramangala 1st Block,Quick Bites,others,300.0,Delivery,1
Yes,No,6,Koramangala 1st Block,Quick Bites,others,500.0,Delivery,0
Yes,No,10,others,Casual Dining,"North Indian, Chinese, South Indian",700.0,Delivery,0
Yes,No,22,BTM,Casual Dining,others,600.0,Delivery,0
Yes,No,10,HSR,Quick Bites,others,300.0,Delivery,0
Yes,No,22,Koramangala 5th Block,Cafe,others,500.0,Delivery,1
Yes,No,49,Koramangala 4th Block,Quick Bites,others,400.0,Delivery,1
Yes,No,28,BTM,Cafe,others,400.0,Delivery,0
Yes,No,35,BTM,Quick Bites,Fast Food,300.0,Delivery,0
Yes,Yes,599,Koramangala 4th Block,Bar,others,1200.0,Delivery,1
Yes,No,4,others,Delivery,Beverages,250.0,Delivery,0
Yes,No,0,BTM,Beverage Shop,others,200.0,Delivery,1
Yes,No,6,Koramangala 7th Block,Quick Bites,others,200.0,Delivery,0
Yes,No,38,Koramangala 1st Block,Delivery,North Indian,400.0,Delivery,0
Yes,No,62,Koramangala 6th Block,Quick Bites,others,400.0,Delivery,1
Yes,No,14,Richmond Road,Quick Bites,others,250.0,Delivery,0
Yes,No,0,BTM,Quick Bites,others,600.0,Delivery,1
Yes,No,4,others,"Takeaway, Delivery",North Indian,300.0,Delivery,0
Yes,No,50,BTM,Quick Bites,others,300.0,Delivery,0
Yes,No,7,Koramangala 6th Block,Quick Bites,others,400.0,Delivery,0
Yes,Yes,103,others,Cafe,others,700.0,Delivery,1
No,No,89,Koramangala 5th Block,Quick Bites,others,300.0,Delivery,1
Yes,No,0,Bannerghatta Road,Bakery,Bakery,400.0,Delivery,1
Yes,No,61,BTM,Quick Bites,others,350.0,Delivery,0
Yes,No,11,BTM,Casual Dining,others,500.0,Delivery,0
Yes,No,12,BTM,Quick Bites,"Fast Food, Beverages",400.0,Delivery,0
Yes,Yes,151,others,Casual Dining,others,1100.0,Delivery,1
Yes,Yes,152,Koramangala 6th Block,Quick Bites,others,600.0,Delivery,1
No,No,145,Koramangala 5th Block,Dessert Parlor,Ice Cream,200.0,Delivery,1
Yes,No,502,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese",500.0,Delivery,0
Yes,No,37,Koramangala 1st Block,Quick Bites,others,200.0,Delivery,1
Yes,No,4,Jayanagar,Kiosk,others,250.0,Delivery,0
Yes,No,62,Jayanagar,others,others,650.0,Delivery,0
Yes,No,0,HSR,Dessert Parlor,Desserts,300.0,Delivery,1
Yes,No,9,Koramangala 7th Block,"Bar, Casual Dining",others,700.0,Delivery,0
Yes,No,0,BTM,"Takeaway, Delivery",others,300.0,Delivery,1
No,No,12,Koramangala 5th Block,Quick Bites,Chinese,200.0,Delivery,0
No,No,16,Koramangala 5th Block,Quick Bites,others,500.0,Delivery,0
No,No,0,Koramangala 5th Block,Quick Bites,others,200.0,Delivery,1
No,No,21,Koramangala 5th Block,Quick Bites,others,250.0,Delivery,0
No,No,51,Koramangala 5th Block,"Takeaway, Delivery",others,500.0,Delivery,0
No,No,38,Koramangala 5th Block,Dessert Parlor,others,400.0,Delivery,1
No,No,8,Koramangala 5th Block,Quick Bites,others,150.0,Delivery,0
No,No,10,Koramangala 5th Block,Delivery,others,600.0,Delivery,0
Yes,No,405,Koramangala 5th Block,"Takeaway, Delivery",others,500.0,Delivery,1
Yes,No,188,others,Quick Bites,others,400.0,Delivery,1
No,No,45,Koramangala 5th Block,Delivery,others,400.0,Delivery,0
No,No,12,Koramangala 5th Block,Quick Bites,others,200.0,Delivery,0
No,No,15,Koramangala 5th Block,"Dessert Parlor, Quick Bites",others,400.0,Delivery,0
No,No,6,Koramangala 5th Block,Quick Bites,"Chinese, North Indian",250.0,Delivery,0
No,No,0,Koramangala 5th Block,Delivery,"Bakery, Desserts",300.0,Delivery,1
No,No,39,Koramangala 5th Block,Casual Dining,others,700.0,Delivery,0
No,No,9,Koramangala 5th Block,Quick Bites,others,250.0,Delivery,0
No,No,0,Koramangala 5th Block,Delivery,Chinese,300.0,Delivery,1
No,No,0,Koramangala 5th Block,Delivery,others,400.0,Delivery,1
No,No,0,Koramangala 5th Block,Quick Bites,others,400.0,Delivery,1
No,No,0,Koramangala 5th Block,Quick Bites,others,300.0,Delivery,1
No,No,0,Koramangala 5th Block,Mess,others,300.0,Delivery,1
Yes,No,433,Koramangala 1st Block,Delivery,others,500.0,Delivery,0
Yes,No,24,BTM,Cafe,others,700.0,Delivery,1
Yes,No,30,Jayanagar,Cafe,Cafe,400.0,Delivery,1
Yes,No,6,BTM,Beverage Shop,Beverages,200.0,Delivery,0
Yes,No,69,Koramangala 7th Block,Dessert Parlor,Desserts,400.0,Delivery,1
Yes,No,0,BTM,Quick Bites,others,400.0,Delivery,1
Yes,No,292,Koramangala 6th Block,Quick Bites,others,600.0,Delivery,1
No,No,8,Koramangala 5th Block,Delivery,"North Indian, South Indian",400.0,Delivery,0
No,No,26,Koramangala 5th Block,"Takeaway, Delivery",others,650.0,Delivery,0
No,No,10,Koramangala 5th Block,Delivery,others,500.0,Delivery,0
No,No,0,Koramangala 5th Block,Delivery,others,250.0,Delivery,1
Yes,No,0,others,"Bakery, Quick Bites",others,200.0,Delivery,1
Yes,No,74,Koramangala 6th Block,Casual Dining,others,600.0,Delivery,0
Yes,No,26,BTM,Quick Bites,"Chinese, North Indian",300.0,Delivery,0
Yes,No,306,Koramangala 7th Block,Cafe,others,600.0,Delivery,1
Yes,No,0,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Fast Food",450.0,Delivery,1
Yes,No,243,Koramangala 6th Block,Casual Dining,others,800.0,Delivery,0
Yes,No,23,others,Quick Bites,"Chinese, North Indian",500.0,Delivery,0
Yes,No,9,Koramangala 5th Block,Quick Bites,others,400.0,Delivery,0
Yes,No,24,Koramangala 7th Block,Cafe,Cafe,550.0,Delivery,0
Yes,No,18,Koramangala 1st Block,Quick Bites,others,200.0,Delivery,1
Yes,No,201,Koramangala 5th Block,Cafe,others,800.0,Delivery,1
Yes,No,0,HSR,Quick Bites,others,400.0,Delivery,1
Yes,No,30,others,Delivery,others,500.0,Delivery,0
Yes,No,195,Koramangala 6th Block,Delivery,others,500.0,Delivery,1
Yes,No,224,BTM,Delivery,"North Indian, Chinese",500.0,Delivery,0
Yes,No,5,others,Quick Bites,others,100.0,Delivery,0
Yes,No,0,Koramangala 5th Block,Quick Bites,Fast Food,200.0,Delivery,1
Yes,No,0,BTM,Quick Bites,Biryani,300.0,Delivery,1
Yes,No,0,Koramangala 6th Block,Food Court,others,200.0,Delivery,1
Yes,No,0,BTM,Delivery,others,200.0,Delivery,1
Yes,No,6,others,Quick Bites,"North Indian, Chinese",250.0,Delivery,0
Yes,No,95,Koramangala 5th Block,Quick Bites,others,200.0,Delivery,0
Yes,No,96,Koramangala 1st Block,Quick Bites,"North Indian, Fast Food",350.0,Delivery,1
Yes,No,7,Koramangala 4th Block,Beverage Shop,others,200.0,Delivery,0
Yes,No,0,BTM,Quick Bites,"South Indian, North Indian",200.0,Delivery,1
Yes,No,212,Koramangala 4th Block,Quick Bites,others,400.0,Delivery,1
Yes,No,79,others,Quick Bites,others,300.0,Delivery,0
Yes,No,36,HSR,"Takeaway, Delivery",others,400.0,Delivery,0
Yes,No,15,BTM,Takeaway,others,300.0,Delivery,0
No,No,0,HSR,Delivery,North Indian,300.0,Delivery,1
Yes,No,1113,Koramangala 4th Block,Delivery,"North Indian, Chinese, Biryani",500.0,Delivery,1
Yes,No,46,HSR,"Takeaway, Delivery",others,300.0,Delivery,0
No,No,21,Koramangala 4th Block,Quick Bites,others,450.0,Delivery,0
Yes,No,132,BTM,"Takeaway, Delivery",others,600.0,Delivery,0
Yes,No,4,others,Quick Bites,others,300.0,Delivery,0
Yes,No,14,BTM,Quick Bites,others,350.0,Delivery,0
Yes,No,178,Koramangala 1st Block,Casual Dining,others,800.0,Delivery,1
Yes,No,16,Koramangala 1st Block,Quick Bites,others,400.0,Delivery,0
Yes,No,0,Koramangala 4th Block,Delivery,Desserts,250.0,Delivery,1
Yes,No,12,BTM,Quick Bites,others,250.0,Delivery,0
Yes,No,61,BTM,Cafe,Cafe,650.0,Delivery,0
Yes,No,4,BTM,Beverage Shop,Beverages,250.0,Delivery,0
Yes,No,26,BTM,Casual Dining,others,700.0,Delivery,0
Yes,No,0,BTM,Beverage Shop,others,200.0,Delivery,1
Yes,No,10,Koramangala 1st Block,Quick Bites,others,200.0,Delivery,0
Yes,No,76,Koramangala 1st Block,Quick Bites,others,300.0,Delivery,1
Yes,No,20,Koramangala 7th Block,"Takeaway, Delivery",others,500.0,Delivery,0
Yes,No,16,BTM,Quick Bites,Chinese,300.0,Delivery,0
Yes,No,48,HSR,"Takeaway, Delivery",North Indian,300.0,Delivery,0
Yes,No,33,Ulsoor,Quick Bites,"North Indian, Chinese",600.0,Delivery,0
Yes,No,95,Koramangala 1st Block,Quick Bites,North Indian,150.0,Delivery,0
Yes,No,42,others,Delivery,others,350.0,Delivery,0
Yes,No,169,Koramangala 4th Block,Dessert Parlor,"Desserts, Beverages",450.0,Delivery,1
Yes,No,5,HSR,Quick Bites,Fast Food,300.0,Delivery,0
Yes,No,74,Koramangala 6th Block,Delivery,others,600.0,Delivery,0
Yes,No,179,Koramangala 6th Block,Delivery,others,300.0,Delivery,1
Yes,No,175,HSR,Delivery,"Chinese, North Indian",450.0,Delivery,0
Yes,No,57,HSR,"Takeaway, Delivery",North Indian,400.0,Delivery,0
Yes,No,278,HSR,Quick Bites,Biryani,200.0,Delivery,1
Yes,No,0,BTM,Bakery,"Bakery, Desserts",300.0,Delivery,1
Yes,No,5,Koramangala 1st Block,"Takeaway, Delivery",others,550.0,Delivery,0
Yes,No,0,BTM,Quick Bites,others,400.0,Delivery,1
Yes,No,21,BTM,Quick Bites,others,850.0,Delivery,1
Yes,No,0,Koramangala 4th Block,Delivery,Biryani,500.0,Delivery,1
Yes,No,115,others,Delivery,"North Indian, Chinese",400.0,Delivery,0
Yes,No,0,BTM,"Takeaway, Delivery",others,600.0,Delivery,1
Yes,No,76,Jayanagar,Quick Bites,others,300.0,Delivery,1
Yes,No,14,BTM,Quick Bites,"North Indian, South Indian, Chinese",200.0,Delivery,0
Yes,No,0,BTM,Delivery,others,500.0,Delivery,1
Yes,No,46,BTM,Casual Dining,"North Indian, Chinese",600.0,Delivery,0
Yes,No,11,BTM,Takeaway,"Beverages, Fast Food",200.0,Delivery,0
Yes,No,0,Jayanagar,Quick Bites,others,300.0,Delivery,1
Yes,No,112,others,Delivery,others,150.0,Delivery,1
Yes,No,110,Koramangala 6th Block,"Takeaway, Delivery",others,400.0,Delivery,1
Yes,No,19,HSR,Delivery,"North Indian, Chinese",300.0,Delivery,0
Yes,No,211,HSR,Delivery,others,600.0,Delivery,1
Yes,No,9,others,others,others,200.0,Delivery,0
Yes,No,7,others,others,others,200.0,Delivery,0
Yes,No,0,BTM,Delivery,others,300.0,Delivery,1
Yes,No,4,Koramangala 4th Block,Delivery,Chinese,600.0,Delivery,0
No,No,32,others,Quick Bites,"Chinese, Momos",500.0,Delivery,0
Yes,No,94,others,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Yes,No,32,BTM,"Pub, Casual Dining",others,900.0,Delivery,0
Yes,No,21,Koramangala 1st Block,Quick Bites,others,300.0,Delivery,0
Yes,No,0,BTM,Quick Bites,Chinese,300.0,Delivery,1
No,No,724,Koramangala 4th Block,others,"Desserts, Bakery",300.0,Delivery,1
No,No,117,BTM,Delivery,"North Indian, Chinese",500.0,Delivery,0
No,No,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300.0,Delivery,1
No,No,0,Koramangala 6th Block,Delivery,others,300.0,Delivery,1
No,No,14,others,Delivery,others,300.0,Delivery,0
No,No,16,Koramangala 4th Block,Delivery,others,500.0,Delivery,0
No,No,11,Koramangala 7th Block,Quick Bites,others,200.0,Delivery,0
No,No,4,Koramangala 6th Block,Delivery,others,400.0,Delivery,0
No,No,0,BTM,"Takeaway, Delivery",others,300.0,Delivery,1
No,No,0,Koramangala 6th Block,Delivery,others,300.0,Delivery,1
No,No,0,others,Delivery,North Indian,200.0,Delivery,1
No,No,34,Koramangala 6th Block,Quick Bites,"Chinese, North Indian",500.0,Delivery,0
No,No,17,others,Delivery,others,300.0,Delivery,0
No,No,7,BTM,Delivery,others,600.0,Delivery,0
No,No,0,Koramangala 1st Block,Quick Bites,Fast Food,400.0,Delivery,1
No,No,4,Koramangala 1st Block,"Takeaway, Delivery",North Indian,800.0,Delivery,0
No,No,0,Koramangala 4th Block,Delivery,North Indian,500.0,Delivery,1
No,No,0,BTM,Quick Bites,"South Indian, North Indian",300.0,Delivery,1
No,No,54,BTM,"Takeaway, Delivery","Chinese, North Indian",300.0,Delivery,0
No,No,0,Koramangala 1st Block,Delivery,Fast Food,300.0,Delivery,1
No,No,0,Koramangala 6th Block,Delivery,others,200.0,Delivery,1
No,No,4,BTM,Delivery,others,300.0,Delivery,0
Yes,No,26,HSR,Delivery,others,500.0,Delivery,0
Yes,No,0,HSR,"Takeaway, Delivery",others,500.0,Delivery,1
No,No,9,Koramangala 4th Block,Delivery,others,600.0,Delivery,0
Yes,No,0,HSR,"Takeaway, Delivery",others,650.0,Delivery,1
No,No,99,Koramangala 4th Block,Delivery,others,700.0,Delivery,0
No,No,0,others,Delivery,others,300.0,Delivery,1
No,No,0,HSR,Delivery,Fast Food,400.0,Delivery,1
No,No,0,BTM,Delivery,others,200.0,Delivery,1
No,No,0,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",250.0,Delivery,1
No,No,0,others,Quick Bites,others,200.0,Delivery,1
No,No,0,Koramangala 1st Block,Delivery,"North Indian, Chinese",400.0,Delivery,1
No,No,0,BTM,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,1
No,No,23,BTM,"Takeaway, Delivery",others,300.0,Delivery,0
Yes,No,334,BTM,Quick Bites,"Biryani, North Indian",400.0,Delivery,0
Yes,No,0,HSR,Delivery,others,600.0,Delivery,1
Yes,No,47,Koramangala 6th Block,Casual Dining,others,800.0,Delivery,0
Yes,No,185,BTM,Mess,"North Indian, Chinese, Biryani",300.0,Delivery,1
Yes,No,36,BTM,"Takeaway, Delivery",others,200.0,Delivery,0
No,No,12,JP Nagar,"Quick Bites, Beverage Shop",others,300.0,Delivery,0
Yes,No,0,Koramangala 1st Block,Quick Bites,others,500.0,Delivery,1
No,No,0,BTM,"Takeaway, Delivery",others,250.0,Delivery,1
Yes,No,53,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Chinese",500.0,Delivery,0
Yes,No,72,others,Delivery,others,250.0,Delivery,1
Yes,No,62,HSR,"Takeaway, Delivery",others,500.0,Delivery,0
Yes,No,26,Koramangala 1st Block,Delivery,others,400.0,Delivery,0
No,No,9,BTM,Quick Bites,Street Food,100.0,Delivery,0
Yes,No,13,BTM,Quick Bites,others,250.0,Delivery,0
Yes,No,35,BTM,Quick Bites,others,500.0,Delivery,0
Yes,No,12,others,others,others,300.0,Delivery,1
Yes,No,144,Koramangala 4th Block,Delivery,North Indian,500.0,Delivery,1
Yes,No,212,HSR,Casual Dining,others,800.0,Delivery,0
No,No,4,Richmond Road,Quick Bites,North Indian,200.0,Delivery,0
No,No,0,Richmond Road,Quick Bites,"North Indian, Fast Food",300.0,Delivery,1
No,No,0,Richmond Road,others,others,150.0,Delivery,1
Yes,No,17,others,others,Chinese,200.0,Delivery,1
Yes,No,20,Koramangala 7th Block,Delivery,others,600.0,Delivery,0
Yes,No,25,others,"Takeaway, Delivery",others,500.0,Delivery,0
Yes,No,17,BTM,"Takeaway, Delivery",North Indian,300.0,Delivery,0
Yes,No,0,Koramangala 4th Block,Delivery,North Indian,500.0,Delivery,1
Yes,No,0,Koramangala 5th Block,"Takeaway, Delivery",others,300.0,Delivery,1
Yes,No,0,Koramangala 1st Block,"Takeaway, Delivery",others,450.0,Delivery,1
Yes,No,0,HSR,Quick Bites,"Biryani, Kebab",600.0,Delivery,1
Yes,No,0,Koramangala 7th Block,Delivery,others,300.0,Delivery,1
Yes,No,17,BTM,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Yes,No,38,Koramangala 1st Block,Casual Dining,North Indian,500.0,Delivery,1
Yes,No,215,Koramangala 6th Block,Casual Dining,others,700.0,Delivery,1
Yes,No,0,BTM,Cafe,Cafe,500.0,Delivery,1
Yes,No,0,others,Dessert Parlor,Ice Cream,400.0,Delivery,1
Yes,No,29,BTM,Casual Dining,North Indian,750.0,Delivery,0
Yes,No,47,BTM,Dessert Parlor,others,200.0,Delivery,0
Yes,No,33,BTM,Casual Dining,others,500.0,Delivery,0
No,No,324,Koramangala 7th Block,Cafe,others,700.0,Delivery,1
Yes,No,0,BTM,"Takeaway, Delivery",North Indian,400.0,Delivery,1
No,No,47,Koramangala 5th Block,Cafe,others,600.0,Delivery,1
Yes,No,10,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Yes,Yes,1014,Koramangala 6th Block,Bar,others,1300.0,Delivery,0
Yes,No,37,Koramangala 7th Block,"Dessert Parlor, Quick Bites",others,500.0,Delivery,1
Yes,No,0,Koramangala 1st Block,Quick Bites,North Indian,500.0,Delivery,1
Yes,No,30,BTM,Quick Bites,"North Indian, Biryani",500.0,Delivery,0
Yes,No,1902,Koramangala 5th Block,Dessert Parlor,Desserts,400.0,Delivery,1
Yes,No,23,others,Quick Bites,others,300.0,Delivery,0
Yes,No,67,BTM,Quick Bites,others,300.0,Delivery,0
Yes,No,68,Jayanagar,Quick Bites,others,550.0,Delivery,0
Yes,No,0,HSR,Quick Bites,others,200.0,Delivery,1
Yes,No,40,BTM,Quick Bites,"North Indian, Chinese",250.0,Delivery,0
Yes,No,0,BTM,Casual Dining,others,700.0,Delivery,1
Yes,No,0,others,Dessert Parlor,Ice Cream,150.0,Delivery,1
Yes,No,24,BTM,"Takeaway, Delivery",Biryani,400.0,Delivery,0
Yes,No,75,Koramangala 5th Block,Quick Bites,others,600.0,Delivery,0
Yes,No,5,Koramangala 4th Block,Casual Dining,Chinese,800.0,Delivery,0
Yes,No,0,Koramangala 4th Block,Quick Bites,others,200.0,Delivery,1
Yes,No,152,Koramangala 5th Block,"Beverage Shop, Quick Bites",others,350.0,Delivery,1
No,Yes,1741,Koramangala 4th Block,Pub,others,1400.0,Delivery,1
No,No,4652,Koramangala 6th Block,others,others,2000.0,Delivery,0
Yes,No,7,others,Quick Bites,Biryani,300.0,Delivery,0
No,Yes,0,Koramangala 4th Block,others,others,1100.0,Delivery,1
Yes,No,17,Jayanagar,Quick Bites,"Fast Food, Beverages",200.0,Delivery,0
No,No,25,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,0
Yes,No,14,Koramangala 1st Block,Cafe,Cafe,500.0,Delivery,0
No,No,4,BTM,Quick Bites,others,300.0,Delivery,0
Yes,No,8,others,Delivery,others,300.0,Delivery,0
Yes,No,10,HSR,"Takeaway, Delivery",others,400.0,Delivery,0
Yes,No,6,BTM,Quick Bites,others,350.0,Delivery,0
No,Yes,169,BTM,Bar,Finger Food,1100.0,Delivery,1
No,No,15,BTM,Bar,North Indian,1000.0,Delivery,0
No,No,0,BTM,Quick Bites,"North Indian, South Indian",250.0,Delivery,1
Yes,No,47,Koramangala 7th Block,Quick Bites,others,300.0,Delivery,0
No,No,0,BTM,Quick Bites,others,300.0,Delivery,1
Yes,No,0,BTM,Beverage Shop,others,100.0,Delivery,1
Yes,No,172,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese",550.0,Delivery,1
Yes,No,0,Jayanagar,Casual Dining,others,600.0,Delivery,1
Yes,No,0,HSR,Quick Bites,"North Indian, Biryani",300.0,Delivery,1
Yes,No,0,HSR,Quick Bites,others,250.0,Delivery,1
Yes,No,16,BTM,"Takeaway, Delivery",Fast Food,400.0,Delivery,0
Yes,No,11,others,Delivery,North Indian,400.0,Delivery,0
Yes,No,0,HSR,"Takeaway, Delivery",others,300.0,Delivery,1
Yes,No,0,HSR,"Takeaway, Delivery",others,300.0,Delivery,1
Yes,No,414,Koramangala 5th Block,Cafe,others,700.0,Delivery,1
No,No,1534,Koramangala 6th Block,Quick Bites,others,600.0,Delivery,1
Yes,No,16,HSR,Delivery,"North Indian, Chinese, Biryani",400.0,Delivery,0
Yes,No,0,others,Quick Bites,Biryani,200.0,Delivery,1
No,Yes,164,Koramangala 4th Block,Casual Dining,others,800.0,Delivery,1
No,No,294,Koramangala 4th Block,Cafe,others,850.0,Delivery,1
No,No,1160,Koramangala 4th Block,Casual Dining,others,650.0,Delivery,1
No,No,2449,Koramangala 6th Block,Cafe,others,700.0,Delivery,1
No,Yes,811,Koramangala 4th Block,"Casual Dining, Bar",others,800.0,Delivery,1
Yes,Yes,466,Koramangala 4th Block,Cafe,others,800.0,Delivery,1
No,Yes,450,Koramangala 7th Block,Casual Dining,North Indian,650.0,Delivery,1
